Familia profesional,Nivel Ciclo Formativo,Ciclo Formativo,Unidades de competencia acreditadas,Módulos profesionales convalidables
Instalación y Mantenimiento,CFGS,Técnico Superior en Mantenimiento de Instalaciones Térmicas y de Fluidos,UC1287_3: Planificar el mantenimiento de redes y sistemas de distribución de fluidos.,"0133. Gestión del montaje, de la calidad y del mantenimiento."
Instalación y Mantenimiento,CFGS,Técnico Superior en Mantenimiento de Instalaciones Térmicas y de Fluidos,UC1170_3: Planificar el mantenimiento de instalaciones térmicas y/o frigoríficas.,"0133. Gestión del montaje, de la calidad y del mantenimiento."
Instalación y Mantenimiento,CFGS,Técnico Superior en Mantenimiento de Instalaciones Térmicas y de Fluidos,"UC2753_3: Supervisar el mantenimiento de instalaciones térmicas.
UC2752_3: Supervisar la puesta en marcha de instalaciones térmicas.
UC1175_3: Realizar y supervisar el mantenimiento de instalaciones frigoríficas.
UC1176_3: Controlar la puesta en marcha de instalaciones frigoríficas.","0120. Sistemas eléctricos y automáticos.
0122. Procesos de montaje de instalaciones.
0124. Energías renovables y eficiencia energética.
0135. Mantenimiento de instalaciones frigoríficas y de climatización."
Instalación y Mantenimiento,CFGS,Técnico Superior en Mantenimiento de Instalaciones Térmicas y de Fluidos,"UC1288_3: Realizar y supervisar el mantenimiento de redes y sistemas de distribución de fluidos.
UC1289_3: Controlar y realizar la puesta en marcha de redes y sistemas de distribución de fluidos.
UC2753_3: Supervisar el mantenimiento de instalaciones térmicas.
UC2752_3: Supervisar la puesta en marcha de instalaciones térmicas.","0120. Sistemas eléctricos y automáticos.
0122. Procesos de montaje de instalaciones.
0124. Energías renovables y eficiencia energética.
0136. Mantenimiento de instalaciones caloríficas y de fluidos."
Instalación y Mantenimiento,CFGS,Técnico Superior en Mecatrónica Industrial,"UC1282_3: Planificar y supervisar la instalación en planta de maquinaria, equipo industrial y líneas automatizadas.","0941. Configuración de sistemas mecatrónicos.
0939. Procesos de fabricación."
Instalación y Mantenimiento,CFGS,Técnico Superior en Mecatrónica Industrial,"UC1283_3: Planificar el mantenimiento de instalaciones de maquinaria, equipo industrial y líneas automatizadas.",0942. Procesos y gestión de mantenimiento y calidad.
Instalación y Mantenimiento,CFGS,Técnico Superior en Mecatrónica Industrial,"UC1284_3: Supervisar y realizar el mantenimiento de instalaciones de maquinaria, equipo industrial y líneas automatizadas.
UC0106_3: Automatizar los productos de fabricación mecánica.","0935. Sistemas mecánicos.
0936. Sistemas hidráulicos y neumáticos.
0937. Sistemas eléctricos y electrónicos."
Instalación y Mantenimiento,CFGS,Técnico Superior en Mecatrónica Industrial,"UC1282_3: Planificar y supervisar la instalación en planta de maquinaria, equipo industrial y líneas automatizadas.
UC1285_3: Controlar las pruebas y realizar la puesta en marcha de instalaciones de maquinaria, equipo industrial y líneas automatizadas.",0943. Integración de sistemas.
"Madera, Mueble y Corcho",CFGM,Técnico en Carpintería y Mueble,UC0160_2: Preparar máquinas y equipos de taller.,"0540. Operaciones básicas de carpintería.
0541. Operaciones básicas de mobiliario."
"Madera, Mueble y Corcho",CFGM,Técnico en Carpintería y Mueble,"UC0161_2: Preparar máquinas y equipos de taller industrializados.
UC0162_1: Mecanizar madera y derivados.","0544. Mecanizado de madera y derivados.
0545. Mecanizado por control numérico en carpintería y mueble."
"Madera, Mueble y Corcho",CFGM,Técnico en Carpintería y Mueble,UC0171_2: Controlar y organizar componentes y accesorios de carpintería y mueble.,0542. Control de almacén.
"Madera, Mueble y Corcho",CFGM,Técnico en Carpintería y Mueble,UC0172_2: Montar muebles y elementos de carpintería.,0546. Montaje de carpintería y mueble.
"Madera, Mueble y Corcho",CFGM,Técnico en Carpintería y Mueble,"UC0166_2: Preparar el soporte y poner a punto los productos y equipos para la aplicación del acabado.
UC0168_2: Realizar el tintado, acabados especiales y decorativos.",0547. Acabados en carpintería y mueble.
"Madera, Mueble y Corcho",CFGM,Técnico en Instalación y Amueblamiento,"UC0163_2: Planificar la instalación, acopio de materiales, máquinas y herramientas.
UC0883_2: Tomar datos y efectuar cálculos para la instalación de elementos de carpintería.",0778. Planificación de la instalación.
"Madera, Mueble y Corcho",CFGM,Técnico en Instalación y Amueblamiento,"UC0884_2: Efectuar instalaciones de puertas y ventanas de madera.
UC0885_2: Efectuar instalaciones de revestimientos de madera y similares.",0780. Instalación de carpintería.
"Madera, Mueble y Corcho",CFGM,Técnico en Instalación y Amueblamiento,"UC0164_2: Componer y fijar el mobiliario y realizar las instalaciones complementarias.
UC0165_2: Comprobar el funcionamiento y realizar las operaciones de ajuste y acabado.",0779. Instalación de mobiliario.
"Madera, Mueble y Corcho",CFGM,Técnico en Instalación y Amueblamiento,UC0886_2: Efectuar instalaciones de estructuras de madera.,0781. Instalación de estructuras de madera.
"Madera, Mueble y Corcho",CFGM,Técnico en Instalación y Amueblamiento,UC0160_2: Preparar máquinas y equipos de taller.,"0540. Operaciones básicas de carpintería.
0541. Operaciones básicas de mobiliario."
"Madera, Mueble y Corcho",CFGM,Técnico en Instalación y Amueblamiento,UC0171_2: Controlar y organizar componentes y accesorios de carpintería y mueble.,0542. Control de almacén.
"Madera, Mueble y Corcho",CFGM,Técnico en Procesado y Transformación de la Madera,"UC0169_2: Efectuar la recepción, clasificado y preparación de la madera en rollo.",1637. Recepción y almacén.
"Madera, Mueble y Corcho",CFGM,Técnico en Procesado y Transformación de la Madera,UC0170_2: Realizar el despiece de la madera en rollo y clasificar la madera aserrada.,1638. Aserrado y despiece de la madera.
"Madera, Mueble y Corcho",CFGM,Técnico en Procesado y Transformación de la Madera,"UC0684_2: Aplicar tratamientos térmicos u otros métodos físicos sobre la madera y derivados en planta industrial,
UC2321_2: Aplicar tratamientos preventivos o curativos con medios, artículos tratados, precursores, productos químicos y productos biocidas sobre la madera y derivados en planta industrial.",1639. Tratamientos de la madera.
"Madera, Mueble y Corcho",CFGM,Técnico en Procesado y Transformación de la Madera,"UC0681_2: Preparar las partículas y las fibras de madera.
UC0682_2: Elaborar tableros de partículas y fibras.",1640. Fabricación de tableros.
"Madera, Mueble y Corcho",CFGM,Técnico en Procesado y Transformación de la Madera,UC0166_2: Preparar el soporte y poner a punto los productos y equipos para la aplicación del acabado.,1641. Acabados de tableros.
"Madera, Mueble y Corcho",CFGM,Técnico en Procesado y Transformación de la Madera,UC0161_2: Preparar máquinas y equipos de taller industrializados.,1643. Automatización del mecanizado.
"Madera, Mueble y Corcho",CFGS,Técnico Superior en Diseño y Amueblamiento,UC0174_3: Definir y desarrollar productos de carpintería y mueble.,0984. Representación en carpintería y mobiliario.
"Madera, Mueble y Corcho",CFGS,Técnico Superior en Diseño y Amueblamiento,UC0175_3: Desarrollar y ajustar la documentación técnica.,0986. Desarrollo de producto en carpintería y mueble.
"Madera, Mueble y Corcho",CFGS,Técnico Superior en Diseño y Amueblamiento,UC0176_3: Controlar y dirigir la realización de prototipos de carpintería y mueble.,0985. Prototipos en carpintería y mueble.
"Madera, Mueble y Corcho",CFGS,Técnico Superior en Diseño y Amueblamiento,"UC1369_3: Desarrollar proyectos de instalación de carpintería y amueblamiento en viviendas, establecimientos comerciales, espacios expositivos y públicos.
UC1370_3: Supervisar el aprovisionamiento y fabricación de elementos para la instalación de carpintería y amueblamiento.",0989. Diseño de carpintería y mueble.
"Madera, Mueble y Corcho",CFGS,Técnico Superior en Diseño y Amueblamiento,"UC1361_3: Planificar y gestionar el almacén y los aprovisionamientos en la industria de fabricación de mobiliario.
UC1363_3: Supervisar y controlar la producción en industrias de fabricación de mobiliario.","0987. Automatización en carpintería y mueble.
0990. Gestión de la producción en carpintería y mueble."
"Madera, Mueble y Corcho",CFGS,Técnico Superior en Diseño y Amueblamiento,UC1371_3: Coordinar y supervisar el montaje de instalaciones de carpintería y mobiliario.,0988. Instalaciones de carpintería y mobiliario.
Marítimo-Pesquera,CFGM,Técnico en Cultivos Acuícolas,"UC0017_2: Cultivar fitoplancton.
UC0018_2: Cultivar zooplancton.",0703. Técnicas de cultivos auxiliares.
Marítimo-Pesquera,CFGM,Técnico en Cultivos Acuícolas,"UC0285_2: Reproducir e incubar especies acuícolas.
UC0286_2: Cultivar larvas.
UC0287_2: Cultivar postlarvas, semillas y alevines.",0707. Técnicas de criadero de peces.
Marítimo-Pesquera,CFGM,Técnico en Cultivos Acuícolas,"UC0285_2: Reproducir e incubar especies acuícolas.
UC0286_2: Cultivar larvas.
UC0287_2: Cultivar postlarvas, semillas y alevines.",0708. Técnicas de criadero de moluscos.
Marítimo-Pesquera,CFGM,Técnico en Cultivos Acuícolas,UC0020_2: Engordar especies acuícolas en instalaciones en tierra.,0709. Técnicas de cultivo de crustáceos.
Marítimo-Pesquera,CFGM,Técnico en Cultivos Acuícolas,"UC0019_2: Engordar especies acuícolas en jaulas.
UC0020_2: Engordar especies acuícolas en instalaciones en tierra.",0704. Técnicas de engorde de peces.
Marítimo-Pesquera,CFGM,Técnico en Cultivos Acuícolas,"UC0283_2: Engordar moluscos bivalvos en sistemas suspendidos.
UC0284_2: Cultivar moluscos bivalvos en parque.",0705. Técnicas de engorde de moluscos.
Marítimo-Pesquera,CFGM,Técnico en Cultivos Acuícolas,"UC1622_2: Realizar las operaciones de mantenimiento de las instalaciones, maquinaria y equipos de una empresa acuícola.",0706. Instalaciones y equipos de cultivo.
Marítimo-Pesquera,CFGM,Técnico en Mantenimiento y Control de la Maquinaria de Buques y Embarcaciones,UC1949_2: Verificar y mantener los parámetros de funcionamiento de la planta propulsora del buque y sus máquinas auxiliares.,1172. Mantenimiento de la planta propulsora y maquinaria auxiliar.
Marítimo-Pesquera,CFGM,Técnico en Mantenimiento y Control de la Maquinaria de Buques y Embarcaciones,"UC0132_2: Mantener el motor térmico del vehículo.
UC0133_2: Mantener los sistemas auxiliares del motor térmico del vehículo.
UC1835_2: Montar y mantener los sistemas de propulsión y gobierno, y equipos auxiliares de embarcaciones deportivas y de recreo.
UC1836_2: Montar y mantener los sistemas de abastecimiento de fluidos y servicios de agua de embarcaciones deportivas y de recreo.",1172. Mantenimiento de la planta propulsora y maquinaria auxiliar.
Marítimo-Pesquera,CFGM,Técnico en Mantenimiento y Control de la Maquinaria de Buques y Embarcaciones,"UC1950_2: Realizar operaciones de mantenimiento de equipos y elementos inherentes a la situación del buque en seco.
UC1892_2: Mantener y reparar los equipos mecánicos del parque de pesca actuando según las normas de seguridad y emergencia.",1173. Procedimientos de mecanizado y soldadura en buques y embarcaciones.
Marítimo-Pesquera,CFGM,Técnico en Mantenimiento y Control de la Maquinaria de Buques y Embarcaciones,UC1951_2: Manejar y mantener en el buque los sistemas automáticos de control.,1174. Regulación y mantenimiento de automatismos en buques y embarcaciones.
Marítimo-Pesquera,CFGM,Técnico en Mantenimiento y Control de la Maquinaria de Buques y Embarcaciones,UC1952_2: Manejar y mantener las instalaciones eléctricas del buque.,1175. Mantenimiento de las instalaciones y máquinas eléctricas en buques y embarcaciones.
Marítimo-Pesquera,CFGM,Técnico en Mantenimiento y Control de la Maquinaria de Buques y Embarcaciones,"UC1831_2: Mantener e instalar los sistemas de generación y acumulación de energía eléctrica, y los motores eléctricos de embarcaciones deportivas y de recreo.
UC1832_2: Mantener e instalar los sistemas de distribución y los circuitos de corriente eléctrica de embarcaciones deportivas y de recreo.",1175. Mantenimiento de las instalaciones y máquinas eléctricas en buques y embarcaciones.
Marítimo-Pesquera,CFGM,Técnico en Mantenimiento y Control de la Maquinaria de Buques y Embarcaciones,"UC1953_2: Manejar y mantener las instalaciones y equipos frigoríficos y de climatización del buque.
UC1891_2: Efectuar las labores de mantenimiento de los equipos que componen la instalación frigorífica del parque de pesca.
UC1837_2: Mantener e instalar los sistemas de frío y climatización de embarcaciones deportivas y de recreo.",1176. Instalación y mantenimiento de maquinaria de frío y climatización en buques y embarcaciones.
